,rsi
2024-02-16 10:00:00,52.77843890247205
2024-02-16 09:55:00,29.183104394750444
2024-02-16 09:50:00,27.01053935469045
2024-02-16 09:45:00,34.746057521560246
2024-02-16 09:40:00,28.729219946755506
2024-02-16 09:35:00,24.239076790332547
2024-02-16 09:30:00,52.06725748956867
2024-02-15 10:00:00,41.57915956877996
2024-02-15 09:55:00,25.081262130386662
2024-02-15 09:50:00,44.55603406700746
2024-02-15 09:45:00,25.521421887685875
2024-02-15 09:40:00,39.05264447347219
2024-02-15 09:35:00,34.7609217745145
2024-02-15 09:30:00,34.287718325311445
2024-02-14 10:00:00,53.792176837906005
2024-02-14 09:55:00,34.23750999410436
2024-02-14 09:50:00,24.48056366765975
2024-02-14 09:45:00,40.160505637949335
2024-02-14 09:40:00,20.198517481696072
2024-02-14 09:35:00,34.31032218834412
2024-02-14 09:30:00,19.034336953589047
2024-02-13 10:00:00,56.76936094650836
2024-02-13 09:55:00,58.82619031724356
2024-02-13 09:50:00,41.468840696719724
2024-02-13 09:45:00,55.88448790606077
2024-02-13 09:40:00,47.83584668144518
2024-02-13 09:35:00,62.22009826381793
2024-02-13 09:30:00,42.63030037093528
2024-02-12 10:00:00,35.941697073496854
2024-02-12 09:55:00,38.482455809212794
2024-02-12 09:50:00,36.540815099636006
2024-02-12 09:45:00,31.36492885200181
2024-02-12 09:40:00,37.336725788562056
2024-02-12 09:35:00,25.312904024171218
2024-02-12 09:30:00,24.762026044246895
2024-02-09 10:00:00,76.51146568752915
2024-02-09 09:55:00,58.123831560925204
2024-02-09 09:50:00,56.71415885341747
2024-02-09 09:45:00,68.39456892132455
2024-02-09 09:40:00,51.30488405136121
2024-02-09 09:35:00,44.338343127394985
2024-02-09 09:30:00,35.69302876374297
2024-02-08 10:00:00,37.786302434975795
2024-02-08 09:55:00,34.44206261978837
2024-02-08 09:50:00,45.05731961993283
2024-02-08 09:45:00,66.95410966422898
2024-02-08 09:40:00,56.77116098288426
2024-02-08 09:35:00,63.844619378999745
2024-02-08 09:30:00,48.43746876061522
2024-02-07 10:00:00,61.25616588049576
2024-02-07 09:55:00,31.40993082464631
2024-02-07 09:50:00,61.58873104315775
2024-02-07 09:45:00,67.43221566649376
2024-02-07 09:40:00,77.11732257408869
2024-02-07 09:35:00,73.81097036907919
2024-02-07 09:30:00,68.3165997151043
2024-02-06 10:00:00,30.51357983129111
2024-02-06 09:55:00,37.30826510456181
2024-02-06 09:50:00,29.912185460773046
2024-02-06 09:45:00,48.12433075141377
2024-02-06 09:40:00,49.53765136619594
2024-02-06 09:35:00,56.288338073408845
2024-02-06 09:30:00,59.23377767583754
2024-02-05 10:00:00,36.14258684379419
2024-02-05 09:55:00,42.53241018905756
2024-02-05 09:50:00,17.558873067843308
2024-02-05 09:45:00,34.65412435383382
2024-02-05 09:40:00,43.51744592888284
2024-02-05 09:35:00,48.27752631786855
2024-02-05 09:30:00,29.20165704007873
2024-02-02 10:00:00,59.1799366814017
2024-02-02 09:55:00,42.30513852493453
2024-02-02 09:50:00,50.54763200061216
2024-02-02 09:45:00,68.15166832769843
2024-02-02 09:40:00,52.67118379785765
2024-02-02 09:35:00,65.18532990047196
2024-02-02 09:30:00,35.77563104103474
2024-02-01 10:00:00,62.950304776161666
2024-02-01 09:55:00,49.62541590652506
2024-02-01 09:50:00,59.78317267784291
2024-02-01 09:45:00,65.17821537040962
2024-02-01 09:40:00,77.08021114285977
2024-02-01 09:35:00,86.28369774267136
2024-02-01 09:30:00,55.33948785208337
2024-01-31 10:00:00,28.135430499206095
2024-01-31 09:55:00,53.43595602872176
2024-01-31 09:50:00,37.529138463903344
2024-01-31 09:45:00,37.67499377167145
2024-01-31 09:40:00,45.045054401742725
2024-01-31 09:35:00,81.74285506992723
2024-01-31 09:30:00,85.02630945856211
2024-01-30 10:00:00,31.26515962927894
2024-01-30 09:55:00,36.67166835339333
2024-01-30 09:50:00,47.0758199347216
2024-01-30 09:45:00,49.190857920505906
2024-01-30 09:40:00,57.69506253876043
2024-01-30 09:35:00,41.00087316156522
2024-01-30 09:30:00,24.74662580872392
2024-01-29 10:00:00,42.432680089975776
2024-01-29 09:55:00,74.16905144822961
2024-01-29 09:50:00,79.56488324711825
2024-01-29 09:45:00,69.05649834307077
2024-01-29 09:40:00,64.46042548322689
2024-01-29 09:35:00,30.114897853107053
2024-01-29 09:30:00,7.464671259571645
2024-01-26 10:00:00,38.4814201256856
2024-01-26 09:55:00,45.3149246595415
2024-01-26 09:50:00,66.48227050341642
2024-01-26 09:45:00,54.27857260891899
2024-01-26 09:40:00,43.547515015773236
2024-01-26 09:35:00,51.28685929957711
2024-01-26 09:30:00,58.88893330858483
2024-01-25 10:00:00,27.510855643949853
2024-01-25 09:55:00,57.18562948808821
2024-01-25 09:50:00,66.42983725445441
2024-01-25 09:45:00,48.14735641208413
2024-01-25 09:40:00,39.551450038022885
2024-01-25 09:35:00,33.302493144699795
2024-01-25 09:30:00,21.219512307638567
2024-01-24 10:00:00,64.85367618083436
2024-01-24 09:55:00,58.841665413310665
2024-01-24 09:50:00,49.440598518147986
2024-01-24 09:45:00,47.002285224932116
2024-01-24 09:40:00,47.74232924376399
2024-01-24 09:35:00,28.70343614453435
2024-01-24 09:30:00,53.9357172315108
2024-01-23 10:00:00,58.28966454843254
2024-01-23 09:55:00,56.01643722093878
2024-01-23 09:50:00,55.766106146319906
2024-01-23 09:45:00,57.964482380563915
2024-01-23 09:40:00,49.78078828195426
2024-01-23 09:35:00,14.926582251481818
2024-01-23 09:30:00,11.723452798999844
