,rsi
2024-02-16 10:00:00,41.35735230071647
2024-02-16 09:55:00,25.215662521894515
2024-02-16 09:50:00,35.971505626863774
2024-02-16 09:45:00,62.84697632367712
2024-02-16 09:40:00,58.08035008568697
2024-02-16 09:35:00,39.32553127141112
2024-02-16 09:30:00,21.460942053337007
2024-02-15 10:00:00,60.780534658722516
2024-02-15 09:55:00,42.83880500682411
2024-02-15 09:50:00,54.22762754550219
2024-02-15 09:45:00,66.13344487750967
2024-02-15 09:40:00,70.59340262297815
2024-02-15 09:35:00,76.5468149500796
2024-02-15 09:30:00,41.57395927583014
2024-02-14 10:00:00,39.665993460675054
2024-02-14 09:55:00,66.1801924316267
2024-02-14 09:50:00,51.660157672593115
2024-02-14 09:45:00,22.281256409538486
2024-02-14 09:40:00,25.728315896585443
2024-02-14 09:35:00,55.75145202673094
2024-02-14 09:30:00,25.998957938107083
2024-02-13 10:00:00,67.64539758787433
2024-02-13 09:55:00,67.65464877917306
2024-02-13 09:50:00,52.83402042941335
2024-02-13 09:45:00,54.01163686332885
2024-02-13 09:40:00,66.99983256281281
2024-02-13 09:35:00,76.47623666472138
2024-02-13 09:30:00,76.8508900402729
2024-02-12 10:00:00,56.17396650494409
2024-02-12 09:55:00,59.414089767642686
2024-02-12 09:50:00,43.32597537206941
2024-02-12 09:45:00,57.12795875981735
2024-02-12 09:40:00,64.3985695308086
2024-02-12 09:35:00,61.26279481625191
2024-02-12 09:30:00,78.01057855994395
2024-02-09 10:00:00,58.751335090331814
2024-02-09 09:55:00,68.11943655791568
2024-02-09 09:50:00,76.97320118858651
2024-02-09 09:45:00,70.08932909097172
2024-02-09 09:40:00,71.31420001354584
2024-02-09 09:35:00,73.6728057447919
2024-02-09 09:30:00,17.670530119126056
2024-02-08 10:00:00,48.338975785113384
2024-02-08 09:55:00,67.87441443348047
2024-02-08 09:50:00,65.85614554049951
2024-02-08 09:45:00,31.082287772586454
2024-02-08 09:40:00,26.1525048147506
2024-02-08 09:35:00,8.442094679481471
2024-02-08 09:30:00,15.52302998059804
2024-02-07 10:00:00,23.708480174790864
2024-02-07 09:55:00,25.36285785072492
2024-02-07 09:50:00,30.91367182046082
2024-02-07 09:45:00,29.89526440569965
2024-02-07 09:40:00,54.333379689307364
2024-02-07 09:35:00,29.178465682991416
2024-02-07 09:30:00,13.910510713327227
2024-02-06 10:00:00,40.47224543447602
2024-02-06 09:55:00,74.88236329469734
2024-02-06 09:50:00,76.68755404136483
2024-02-06 09:45:00,95.05484611444331
2024-02-06 09:40:00,92.34270573903898
2024-02-06 09:35:00,83.65593286077934
2024-02-06 09:30:00,60.227045270220806
2024-02-05 10:00:00,43.76749372286502
2024-02-05 09:55:00,43.18523082791223
2024-02-05 09:50:00,28.941505040124213
2024-02-05 09:45:00,47.593581246598276
2024-02-05 09:40:00,22.023291277429493
2024-02-05 09:35:00,53.98442888798876
2024-02-05 09:30:00,24.867484534576732
2024-02-02 10:00:00,37.37817276016882
2024-02-02 09:55:00,40.4787811689631
2024-02-02 09:50:00,57.95940593249373
2024-02-02 09:45:00,41.76410191960253
2024-02-02 09:40:00,40.19935048428842
2024-02-02 09:35:00,49.32836926648057
2024-02-02 09:30:00,37.56282287666084
2024-02-01 10:00:00,30.051732374944507
2024-02-01 09:55:00,44.68748961644705
2024-02-01 09:50:00,50.20289562276801
2024-02-01 09:45:00,47.55039725496255
2024-02-01 09:40:00,49.24347646198893
2024-02-01 09:35:00,35.81562744751386
2024-02-01 09:30:00,30.219247660782443
2024-01-31 10:00:00,60.086701666843126
2024-01-31 09:55:00,57.542223588921686
2024-01-31 09:50:00,50.83636126973082
2024-01-31 09:45:00,70.07734537052991
2024-01-31 09:40:00,68.525568819343
2024-01-31 09:35:00,83.81115228713341
2024-01-31 09:30:00,45.498477727175555
2024-01-30 10:00:00,44.5746822695303
2024-01-30 09:55:00,58.786696404557084
2024-01-30 09:50:00,53.740778011215795
2024-01-30 09:45:00,43.65847107323052
2024-01-30 09:40:00,17.92484219773499
2024-01-30 09:35:00,26.857391825029424
2024-01-30 09:30:00,32.83081705290557
2024-01-29 10:00:00,35.41026164617179
2024-01-29 09:55:00,42.403442005261894
2024-01-29 09:50:00,41.53021448331363
2024-01-29 09:45:00,43.42840454059868
2024-01-29 09:40:00,47.72566508044025
2024-01-29 09:35:00,37.53472744290816
2024-01-29 09:30:00,71.74340491683174
2024-01-26 10:00:00,60.99938377445092
2024-01-26 09:55:00,52.79763431527793
2024-01-26 09:50:00,52.664880149975545
2024-01-26 09:45:00,51.86182985842306
2024-01-26 09:40:00,39.30409224735372
2024-01-26 09:35:00,57.45160097161956
2024-01-26 09:30:00,42.70729748324393
2024-01-25 10:00:00,62.2248973293604
2024-01-25 09:55:00,53.499363908773226
2024-01-25 09:50:00,54.129652553616694
2024-01-25 09:45:00,46.72613355451423
2024-01-25 09:40:00,46.78158549300175
2024-01-25 09:35:00,39.62644500789985
2024-01-25 09:30:00,41.694469470969935
2024-01-24 10:00:00,47.81917263289592
2024-01-24 09:55:00,26.65487439372221
2024-01-24 09:50:00,29.19582340121795
2024-01-24 09:45:00,45.06809404599582
2024-01-24 09:40:00,64.1967703005863
2024-01-24 09:35:00,44.37211260039164
2024-01-24 09:30:00,26.68185752400997
2024-01-23 10:00:00,44.73903741210859
2024-01-23 09:55:00,35.89031291838003
2024-01-23 09:50:00,34.55677573880331
2024-01-23 09:45:00,56.8716892353933
2024-01-23 09:40:00,70.11790132141377
2024-01-23 09:35:00,72.6601845126991
2024-01-23 09:30:00,87.14842487183309
