,abs_change,max_diff
2023-01-03 04:00:00,0.9399999999999977,1.1800000000000068
2023-01-03 04:15:00,0.3100000000000023,0.4199999999999875
2023-01-03 04:30:00,0.2300000000000182,0.3400000000000034
2023-01-03 04:45:00,0.0800000000000125,0.13000000000002387
2023-01-03 05:00:00,0.27000000000001023,0.3900000000000148
2023-01-03 05:15:00,0.25,0.25
2023-01-03 05:30:00,0.19999999999998863,0.21999999999999886
2023-01-03 05:45:00,0.05000000000001137,0.060000000000002274
2023-01-03 06:00:00,0.1599999999999966,0.23999999999998067
2023-01-03 06:15:00,0.03999999999999204,0.15000000000000568
2023-01-03 06:30:00,0.700000000000017,1.1399999999999864
2023-01-03 06:45:00,0.18999999999999773,0.3499999999999943
2023-01-03 07:00:00,0.0,0.4199999999999875
2023-01-03 07:15:00,0.010000000000019327,0.36000000000001364
2023-01-03 07:30:00,0.19999999999998863,0.25
2023-01-03 07:45:00,0.19999999999998863,0.3499999999999943
2023-01-03 08:00:00,0.12999999999999545,1.5985000000000014
2023-01-03 08:15:00,0.06999999999999318,0.5900000000000034
2023-01-03 08:30:00,0.21999999999999886,0.4099999999999966
2023-01-03 08:45:00,0.1599999999999966,0.3499999999999943
2023-01-03 09:00:00,0.2600000000000193,0.44999999999998863
2023-01-03 09:15:00,0.9000000000000057,1.1100000000000136
2023-01-03 09:30:00,0.39500000000001023,1.460000000000008
2023-01-03 09:45:00,2.946399999999997,3.3300000000000125
2023-01-03 10:00:00,1.0249999999999915,1.5198999999999927
2023-01-03 10:15:00,0.46000000000000796,0.8250000000000028
2023-01-03 10:30:00,0.10999999999999943,0.730000000000004
2023-01-03 10:45:00,0.22579999999999245,0.49499999999999034
2023-01-03 11:00:00,0.7680000000000007,1.1400000000000006
2023-01-03 11:15:00,0.5150000000000006,0.6992999999999938
2023-01-03 11:30:00,0.384200000000007,0.5400000000000063
2023-01-03 11:45:00,0.21749999999998693,0.5
2023-01-03 12:00:00,0.22990000000000066,0.3650000000000091
2023-01-03 12:15:00,0.3200000000000074,0.6358999999999924
2023-01-03 12:30:00,0.0,0.3795999999999964
2023-01-03 12:45:00,0.06499999999999773,0.3500000000000085
2023-01-03 13:00:00,0.3149000000000086,0.5500000000000114
2023-01-03 13:15:00,0.3598999999999961,0.5499999999999972
2023-01-03 13:30:00,0.04989999999999384,0.3199999999999932
2023-01-03 13:45:00,0.2049999999999983,0.6500000000000057
2023-01-03 14:00:00,0.15029999999998722,0.37999999999999545
2023-01-03 14:15:00,0.10000000000000853,0.3999999999999915
2023-01-03 14:30:00,0.23199999999999932,0.6899999999999977
2023-01-03 14:45:00,0.19169999999999732,0.8900000000000006
2023-01-03 15:00:00,0.07000000000000739,0.4199999999999875
2023-01-03 15:15:00,0.0899999999999892,0.4899999999999949
2023-01-03 15:30:00,0.3500000000000085,0.375
2023-01-03 15:45:00,0.060000000000002274,0.6099999999999994
2023-01-03 16:00:00,0.14000000000000057,0.28000000000000114
2023-01-03 16:15:00,0.07000000000000739,0.1599999999999966
2023-01-03 16:30:00,0.01999999999999602,0.1700000000000017
2023-01-03 16:45:00,0.020700000000005048,0.14999999999999147
2023-01-03 17:00:00,0.11999999999999034,0.20000000000000284
2023-01-03 17:15:00,0.010000000000005116,0.10000000000000853
2023-01-03 17:30:00,0.005799999999993588,0.10999999999999943
2023-01-03 17:45:00,0.04000000000000625,0.07000000000000739
2023-01-03 18:00:00,0.030000000000001137,0.15989999999999327
2023-01-03 18:15:00,0.04999999999999716,0.0999000000000052
2023-01-03 18:30:00,0.04050000000000864,0.0799999999999983
2023-01-03 18:45:00,0.009999999999990905,0.03999999999999204
2023-01-03 19:00:00,0.01999999999999602,0.030000000000001137
2023-01-03 19:15:00,0.14999999999999147,0.14999999999999147
2023-01-03 19:30:00,0.10999999999999943,0.14000000000000057
2023-01-03 19:45:00,0.0,0.18009999999999593
2023-01-04 04:00:00,0.4299999999999926,0.7400000000000091
2023-01-04 04:15:00,0.0799999999999983,0.23000000000000398
2023-01-04 04:30:00,0.0800000000000125,0.23000000000000398
2023-01-04 04:45:00,0.03999999999999204,0.20000000000000284
2023-01-04 05:00:00,0.35999999999999943,0.480000000000004
2023-01-04 05:15:00,0.21000000000000796,0.21999999999999886
2023-01-04 05:30:00,0.45000000000000284,0.5700000000000074
2023-01-04 05:45:00,0.10000000000000853,0.10999999999999943
2023-01-04 06:00:00,0.2400000000000091,0.2400000000000091
2023-01-04 06:15:00,0.020000000000010232,0.07000000000000739
2023-01-04 06:30:00,0.23000000000000398,0.2600000000000051
2023-01-04 06:45:00,0.10999999999999943,0.18999999999999773
2023-01-04 07:00:00,0.3499999999999943,0.5499999999999972
2023-01-04 07:15:00,0.0,0.23000000000000398
2023-01-04 07:30:00,0.18000000000000682,0.20000000000000284
2023-01-04 07:45:00,0.20000000000000284,0.5300000000000011
2023-01-04 08:00:00,0.01099999999999568,0.8299999999999983
2023-01-04 08:15:00,0.23999999999999488,0.5600000000000023
2023-01-04 08:30:00,0.18999999999999773,0.3400000000000034
2023-01-04 08:45:00,0.20000000000000284,0.6199999999999903
2023-01-04 09:00:00,0.010000000000005116,0.6400000000000006
2023-01-04 09:15:00,0.6400000000000006,1.0
2023-01-04 09:30:00,0.7262999999999948,1.4250000000000114
2023-01-04 09:45:00,0.49499999999999034,1.0600000000000023
2023-01-04 10:00:00,0.9200000000000017,2.260000000000005
2023-01-04 10:15:00,0.25839999999999463,0.5300000000000011
2023-01-04 10:30:00,0.6099999999999994,1.4059999999999917
